ID,release_date,movie,production_budget,domestic_gross,domestic_gross_x,worldwide_gross,worldwide_gross_x,worldwide (without USA),distributor,mpaa_rating,genre
229,"Friday, March 15, 2019",Wonder Park,1.00E+08,0,0,0,0,0,Paramount †Pictures,PG,Adventure
31,"Friday, December 21, 2018",Aquaman,1.60E+08,0,0,0,0,0,Warner †Bros.,PG-13,Action
1141,"Friday, October 12, 2018",Goosebumps 2: Haunted Halloween,3.50E+07,28804812,0.8,39904812,1.1,11100000,Sony †Pictures,PG,Horror
619,"Friday, October 12, 2018",First Man,6.00E+07,30000050,0.5,55500050,0.9,25500000,Universal,PG-13,Drama
2987,"Friday, October 5, 2018",Hevi reissu,3800000,9079,0,9079,0,0,Music †Box †Films,NA,Comedy
200,"Friday, October 5, 2018",Venom,1.00E+08,171125095,1.7,461825095,4.6,290700000,Sony †Pictures,PG-13,Action
1073,"Friday, October 5, 2018",A Star is Born,3.60E+07,126181246,3.5,200881246,5.6,74700000,Warner †Bros.,R,Drama
2797,"Friday, September 28, 2018",Hell Fest,5500000,10751601,2,12527795,2.3,1776194,CBS †Films,R,Horror
1364,"Friday, September 28, 2018",Night School,2.90E+07,66906825,2.3,84406825,2.9,17500000,Universal,PG-13,Comedy
357,"Friday, September 28, 2018",Smallfoot,8.00E+07,66361035,0.8,137161035,1.7,70800000,Warner †Bros.,PG,Adventure
285,"Friday, September 14, 2018",The Predator,8.80E+07,50787159,0.6,127987159,1.5,77200000,20th†Century†Fox,R,Action
1318,"Friday, September 14, 2018",White Boy Rick,3.00E+07,23851700,0.8,23851700,0.8,0,Sony †Pictures,R,Drama
1130,"Friday, August 17, 2018",Mile 22,3.50E+07,36108758,1,64708758,1.8,28600000,STX †Entertainment,R,Action
56,"Friday, August 10, 2018",The Meg,1.50E+08,142700791,1,527100791,3.5,384400000,Warner †Bros.,PG-13,Action
402,"Friday, August 3, 2018",Christopher Robin,7.50E+07,98677443,1.3,186977443,2.5,88300000,Walt †Disney,PG,Adventure
2421,"Friday, July 27, 2018",Teen Titans Go! To The Movies,1.00E+07,29562341,3,51411600,5.1,21849259,Warner †Bros.,PG,Adventure
3271,"Friday, July 20, 2018",Unfriended: Dark Web,1.00E+06,8783985,8.8,9620953,9.6,836968,OTL †Releasing,R,Horror
3223,"Friday, July 20, 2018",Teefa in Trouble,1500000,0,0,98806,0.1,98806,Yash †Raj †Films,NA,Action
131,"Friday, July 13, 2018",Skyscraper,1.25E+08,67796355,0.5,304034615,2.4,236238260,Universal,PG,Action
106,"Friday, July 6, 2018",Ant-Man and the Wasp,1.30E+08,216565229,1.7,617176819,4.7,400611590,Walt †Disney,PG-13,Action
2187,"Wednesday, July 4, 2018",The First Purge,1.30E+07,69086325,5.3,136112145,10.5,67025820,Universal,R,Horror
1118,"Friday, June 29, 2018",Sicario: Day of the Soldado,3.50E+07,50065850,1.4,73285196,2.1,23219346,Sony †Pictures,R,Action
5,"Friday, June 22, 2018",Jurassic World: Fallen Kingdom,1.70E+08,416769345,2.5,1304866322,7.7,888096977,Universal,PG-13,Action
2477,"Friday, June 15, 2018",Gotti,1.00E+07,4286367,0.4,6089100,0.6,1802733,Vertical †Entertainment,R,Drama
1389,"Friday, June 15, 2018",Tag,2.80E+07,54547470,1.9,76844788,2.7,22297318,Warner †Bros.,R,Comedy
1989,"Wednesday, June 13, 2018",Superfly,1.60E+07,20537137,1.3,20723581,1.3,186444,Sony †Pictures,R,Action
2398,"Friday, June 8, 2018",Hereditary,1.00E+07,44069456,4.4,70090779,7,26021323,A24,R,Horror
3147,"Friday, June 8, 2018",Hearts Beat Loud,2.00E+06,2386254,1.2,2420962,1.2,34708,Gunpowder †& †Sky,PG-13,Drama
445,"Friday, June 8, 2018",Ocean 's 8,7.00E+07,139377762,2,296277762,4.2,156900000,Warner †Bros.,PG-13,Action
1850,"Friday, June 1, 2018",Action Point,1.90E+07,5059608,0.3,5103675,0.3,44067,Paramount †Pictures,R,Comedy
1137,"Friday, June 1, 2018",Adrift,3.50E+07,31445011,0.9,57931376,1.7,26486365,STX †Entertainment,PG-13,Drama
158,"Friday, May 18, 2018",Deadpool 2,1.10E+08,318491426,2.9,733809601,6.7,415318175,20th†Century†Fox,R,Action
2388,"Friday, May 18, 2018",Book Club,1.00E+07,68566296,6.9,89643819,9,21077523,Paramount †Pictures,PG-13,Comedy
1282,"Friday, May 11, 2018",Life of the Party,3.00E+07,52856061,1.8,65556061,2.2,12700000,Warner †Bros.,PG-13,Comedy
1214,"Friday, April 20, 2018",I Feel Pretty,3.20E+07,48795601,1.5,91569698,2.9,42774097,STX †Entertainment,PG-13,Comedy
2656,"Friday, April 13, 2018",Borg vs McEnroe,7500000,231346,0,3257078,0.4,3025732,Neon,R,Drama
142,"Friday, April 13, 2018",Rampage,1.20E+08,99345950,0.8,424745950,3.5,325400000,Warner †Bros.,PG-13,Action
1929,"Friday, April 6, 2018",A Quiet Place,1.70E+07,188024361,11.1,334524361,19.7,146500000,Paramount †Pictures,PG-13,Horror
1658,"Friday, April 6, 2018",Blockers,2.10E+07,59839515,2.8,93442495,4.4,33602980,Universal,R,Comedy
58,"Thursday, March 29, 2018",Ready Player One,1.50E+08,137018455,0.9,578621729,3.9,441603274,Warner †Bros.,PG-13,Adventure
637,"Friday, March 23, 2018",Sherlock Gnomes,5.90E+07,43242871,0.7,87750965,1.5,44508094,Paramount †Pictures,PG,Adventure
2841,"Friday, March 23, 2018","Paul, Apostle of Christ",5.00E+06,17547999,3.5,23389835,4.7,5841836,Sony †Pictures,PG-13,Drama
34,"Friday, March 23, 2018",Pacific Rim: Uprising,1.55E+08,59185715,0.4,290241338,1.9,231055623,Universal,PG-13,Action
2399,"Friday, March 16, 2018","Love, Simon",1.00E+07,40826341,4.1,65521685,6.6,24695344,20th†Century†Fox,PG-13,Drama
2665,"Friday, March 16, 2018",I Can Only Imagine,7.00E+06,83482352,11.9,85430011,12.2,1947659,Roadside †Attractions,PG,Drama
278,"Friday, March 16, 2018",Tomb Raider,9.00E+07,57421715,0.6,272648985,3,215227270,Warner †Bros.,PG-13,Action
191,"Friday, March 9, 2018",A Wrinkle in Time,1.03E+08,100478608,1,133401882,1.3,32923274,Walt †Disney,PG,Adventure
1065,"Friday, February 23, 2018",Game Night,3.70E+07,69001013,1.9,117201013,3.2,48200000,Warner †Bros.,R,Comedy
801,"Friday, February 16, 2018",Early Man,5.00E+07,8267544,0.2,44773318,0.9,36505774,Lionsgate,PG,Adventure
738,"Friday, February 9, 2018",Peter Rabbit,5.00E+07,115234093,2.3,347134901,6.9,231900808,Sony †Pictures,PG,Adventure
669,"Friday, February 9, 2018",Fifty Shades Freed,5.50E+07,100407760,1.8,371222158,6.7,270814398,Universal,R,Drama
1307,"Friday, February 9, 2018",The 15:17 to Paris,3.00E+07,36250957,1.2,56070897,1.9,19819940,Warner †Bros.,PG-13,Drama
1356,"Friday, February 2, 2018",Bilal: A New Breed of Hero,3.00E+07,490973,0,648599,0,157626,Vertical †Entertainment,PG-13,Adventure
2997,"Friday, January 19, 2018",Forever My Girl,3500000,16376066,4.7,16376066,4.7,0,Roadside †Attractions,PG,Drama
1290,"Friday, January 19, 2018",Den of Thieves,3.00E+07,44947622,1.5,79424321,2.6,34476699,STX †Entertainment,R,Action
1122,"Friday, January 19, 2018",12 Strong,3.50E+07,45500164,1.3,70798829,2,25298665,Warner †Bros.,R,Drama
745,"Friday, December 22, 2017",The Post,5.00E+07,81903458,1.6,179769457,3.6,97865999,20th†Century†Fox,PG-13,Drama
495,"Friday, December 22, 2017",Downsizing,6.80E+07,24449754,0.4,48681134,0.7,24231380,Paramount †Pictures,R,Comedy
840,"Friday, December 22, 2017",Pitch Perfect 3,4.50E+07,104897530,2.3,185736412,4.1,80838882,Universal,PG-13,Comedy
1523,"Friday, December 22, 2017",Father Figures,2.50E+07,17501244,0.7,21038826,0.8,3537582,Warner †Bros.,R,Comedy
254,"Wednesday, December 20, 2017",Jumanji: Welcome to the Jungle,9.00E+07,404508916,4.5,961758540,10.7,557249624,Sony †Pictures,PG-13,Adventure
157,"Friday, December 15, 2017",Ferdinand,1.11E+08,84410380,0.8,289867087,2.6,205456707,20th†Century†Fox,PG,Adventure
1647,"Friday, December 8, 2017",Just Getting Started,2.20E+07,6069605,0.3,6756452,0.3,686847,Broad †Green †Pictures,PG-13,Comedy
1829,"Friday, December 1, 2017",The Shape of Water,19500000,63859435,3.3,189258193,9.7,125398758,Fox †Searchlight,R,Drama
2922,"Friday, December 1, 2017",Daisy Winters,4500000,0,0,0,0,0,Hannover †House,PG-13,Drama
1277,"Wednesday, November 22, 2017",Darkest Hour,3.00E+07,56443120,1.9,150355828,5,93912708,Focus †Features,PG-13,Drama
1681,"Friday, November 17, 2017",Wonder,2.00E+07,132422809,6.6,305051118,15.3,172628309,Lionsgate,PG,Drama
1643,"Friday, November 17, 2017","Roman J. Israel, Esq.",2.20E+07,11962712,0.5,12967012,0.6,1004300,Sony †Pictures,PG-13,Drama
1712,"Friday, November 17, 2017",The Star,2.00E+07,40847995,2,62758010,3.1,21910015,Sony †Pictures,PG,Adventure
667,"Friday, November 10, 2017",Murder on the Orient Express,5.50E+07,102826543,1.9,345924923,6.3,243098380,20th†Century†Fox,PG-13,Drama
451,"Friday, November 10, 2017",Daddy 's Home 2,7.00E+07,104029443,1.5,175809810,2.5,71780367,Paramount †Pictures,PG-13,Comedy
2396,"Friday, November 3, 2017",Lady Bird,1.00E+07,48958273,4.9,78610769,7.9,29652496,A24,R,Drama
1809,"Friday, November 3, 2017",LBJ,2.00E+07,2468683,0.1,2507181,0.1,38498,Electric †Entertainment,R,Drama
1382,"Wednesday, November 1, 2017",A Bad Moms Christmas,2.80E+07,72110659,2.6,127710659,4.6,55600000,STX †Entertainment,R,Comedy
2403,"Friday, October 27, 2017",Jigsaw,1.00E+07,38052832,3.8,102499582,10.2,64446750,Lionsgate,R,Horror
1782,"Friday, October 27, 2017",Thank You for Your Service,2.00E+07,9479390,0.5,9985316,0.5,505926,Universal,R,Drama
1053,"Friday, October 20, 2017",Only the Brave,3.80E+07,18340051,0.5,24181629,0.6,5841578,Sony †Pictures,PG-13,Drama
224,"Friday, October 20, 2017",Geostorm,1.00E+08,33700160,0.3,220800160,2.2,187100000,Warner †Bros.,PG-13,Action
2290,"Friday, October 13, 2017",Marshall,1.20E+07,10051659,0.8,10116816,0.8,65157,Open †Road,PG-13,Drama
1131,"Friday, October 13, 2017",The Foreigner,3.50E+07,34393507,1,140783646,4,106390139,STX †Entertainment,R,Action
2818,"Friday, October 13, 2017",Happy Death Day,5.00E+06,55683845,11.1,125013000,25,69329155,Universal,PG-13,Horror
3136,"Friday, October 6, 2017",The Florida Project,2.00E+06,5904366,3,11303040,5.7,5398674,A24,R,Drama
2638,"Friday, September 29, 2017","Don Gato, el inicio de la pandilla",8.00E+06,0,0,4598934,0.6,4598934,Viva †Entertainment,PG,Adventure
188,"Friday, September 22, 2017",Kingsman: The Golden Circle,1.04E+08,100234838,1,408822328,3.9,308587490,20th†Century†Fox,R,Action
1539,"Friday, September 22, 2017",Battle of the Sexes,2.50E+07,12638526,0.5,18445094,0.7,5806568,Fox †Searchlight,PG-13,Drama
462,"Friday, September 22, 2017",The Lego Ninjago Movie,7.00E+07,59281555,0.8,122739546,1.8,63457991,Warner †Bros.,PG,Adventure
1091,"Friday, September 8, 2017",It,3.50E+07,327481748,9.4,697459228,19.9,369977480,Warner †Bros.,R,Horror
1561,"Friday, September 1, 2017",Tulip Fever,2.50E+07,2455635,0.1,6498776,0.3,4043141,Weinstein †Co.,R,Drama
1237,"Friday, August 25, 2017",Birth of the Dragon,3.10E+07,6901965,0.2,7220514,0.2,318549,BH †Tilt,PG-13,Action
3137,"Friday, August 25, 2017",All Saints,2.00E+06,5802208,2.9,5941994,3,139786,Sony †Pictures,PG,Drama
1322,"Friday, August 25, 2017",Ballerina,3.00E+07,21858070,0.7,96908157,3.2,75050087,Weinstein †Co.,PG,Adventure
1368,"Friday, August 18, 2017",Logan Lucky,2.90E+07,27778642,1,43886147,1.5,16107505,Bleecker †Street,PG-13,Comedy
3284,"Friday, August 18, 2017",Patti Cake$,1.00E+06,800148,0.8,1471090,1.5,670942,Fox †Searchlight,R,Comedy
1261,"Friday, August 18, 2017",The Hitman 's Bodyguard,3.00E+07,75468583,2.5,172779292,5.8,97310709,Lionsgate,R,Action
990,"Friday, August 11, 2017",The Nut Job 2: Nutty by Nature,4.00E+07,28370522,0.7,57465156,1.4,29094634,Open †Road,PG,Adventure
2026,"Friday, August 11, 2017",Annabelle: Creation,1.50E+07,102092201,6.8,305385888,20.4,203293687,Warner †Bros.,R,Horror
743,"Friday, July 28, 2017",The Emoji Movie,5.00E+07,86089513,1.7,216508301,4.3,130418788,Sony †Pictures,PG,Adventure
1379,"Friday, July 21, 2017",Girls Trip,2.80E+07,115108515,4.1,140886353,5,25777838,Universal,R,Comedy
50,"Friday, July 21, 2017",Dunkirk,1.50E+08,190068280,1.3,499900860,3.3,309832580,Warner †Bros.,PG-13,Action
36,"Friday, July 14, 2017",War for the Planet of the Apes,1.52E+08,146880162,1,489592267,3.2,342712105,20th†Century†Fox,PG-13,Action
2281,"Friday, July 14, 2017",Wish Upon,1.20E+07,14301505,1.2,23477345,2,9175840,Broad †Green †Pictures,PG-13,Horror
393,"Friday, June 30, 2017",Despicable Me 3,7.50E+07,264624300,3.5,1034520868,13.8,769896568,Universal,PG,Adventure
995,"Friday, June 30, 2017",The House,4.00E+07,25584504,0.6,31192743,0.8,5608239,Warner †Bros.,R,Comedy
863,"Friday, June 16, 2017",All Eyez on Me,4.50E+07,44922302,1,54876855,1.2,9954553,Lionsgate,R,Drama
2846,"Friday, June 9, 2017",It Comes at Night,5.00E+06,13985117,2.8,19720203,3.9,5735086,A24,R,Horror
39,"Friday, June 2, 2017",Wonder Woman,1.50E+08,412563408,2.8,821133378,5.5,408569970,Warner †Bros.,PG-13,Action
591,"Thursday, May 25, 2017",Baywatch,6.00E+07,58060186,1,176023296,2.9,117963110,Paramount †Pictures,R,Comedy
233,"Friday, May 19, 2017",Alien: Covenant,9.70E+07,74262031,0.8,238521247,2.5,164259216,20th†Century†Fox,R,Horror
1632,"Friday, May 19, 2017",Diary of a Wimpy Kid: The Long Haul,2.20E+07,20738724,0.9,35608734,1.6,14870010,20th†Century†Fox,PG,Adventure
2410,"Friday, May 19, 2017","Everything, Everything",1.00E+07,34121140,3.4,61604439,6.2,27483299,Warner †Bros.,PG-13,Drama
903,"Friday, May 12, 2017",Snatched,4.20E+07,45852178,1.1,57852177,1.4,11999999,20th†Century†Fox,R,Comedy
3315,"Friday, May 12, 2017",Lowriders,916000,6179955,6.7,6188421,6.8,8466,BH †Tilt,PG-13,Drama
3,"Friday, May 12, 2017",King Arthur: Legend of the Sword,1.75E+08,39175066,0.2,139950708,0.8,100775642,Warner †Bros.,PG-13,Adventure
3395,"Friday, April 28, 2017",Sleight,250000,3930990,15.7,3934450,15.7,3460,High †Top †Releasing,R,Action
2414,"Friday, April 28, 2017",How to Be a Latin Lover,1.00E+07,32149404,3.2,62556228,6.3,30406824,Lionsgate,PG-13,Comedy
2492,"Friday, April 21, 2017",Free Fire,1.00E+07,1799322,0.2,3793739,0.4,1994417,A24,R,Action
282,"Friday, April 21, 2017",The Promise,9.00E+07,8224288,0.1,10551417,0.1,2327129,Open †Road,PG-13,Drama
1089,"Friday, April 14, 2017",Queen of the Desert,3.60E+07,0,0,1578543,0,1578543,IFC †Films,PG-13,Drama
604,"Friday, April 7, 2017",Smurfs: The Lost Village,6.00E+07,45020282,0.8,197422438,3.3,152402156,Sony †Pictures,PG,Adventure
1574,"Friday, April 7, 2017",Going in Style,2.40E+07,45018541,1.9,78673103,3.3,33654562,Warner †Bros.,PG-13,Comedy
125,"Friday, March 31, 2017",The Boss Baby,1.25E+08,175003033,1.4,510888357,4.1,335885324,20th†Century†Fox,PG,Adventure
1756,"Friday, March 31, 2017",The Zookeeper 's Wife,2.00E+07,17445186,0.9,24521550,1.2,7076364,Focus †Features,PG-13,Drama
179,"Friday, March 31, 2017",Ghost in the Shell,1.10E+08,40563557,0.4,167918847,1.5,127355290,Paramount †Pictures,PG-13,Action
144,"Friday, March 24, 2017",Power Rangers,1.20E+08,85364450,0.7,142545357,1.2,57180907,Lionsgate,PG-13,Action
1520,"Friday, March 24, 2017",CHiPS,2.50E+07,18600152,0.7,23190697,0.9,4590545,Warner †Bros.,R,Action
2859,"Friday, March 17, 2017",The Belko Experiment,5.00E+06,10166820,2,10803839,2.2,637019,BH †Tilt,R,Horror
1915,"Friday, March 17, 2017",T2: Trainspotting,1.80E+07,2402004,0.1,42091497,2.3,39689493,Sony †Pictures,R,Drama
120,"Friday, March 3, 2017",Logan,1.27E+08,226277068,1.8,615476965,4.8,389199897,20th†Century†Fox,R,Action
2875,"Friday, March 3, 2017",Table 19,5.00E+06,3614896,0.7,4620399,0.9,1005503,Fox †Searchlight,PG-13,Comedy
2852,"Friday, March 3, 2017",Before I Fall,5.00E+06,12241072,2.4,18945682,3.8,6704610,Open †Road,PG-13,Drama
634,"Friday, February 24, 2017",Rock Dog,6.00E+07,9420546,0.2,24152192,0.4,14731646,Lionsgate,PG,Adventure
1361,"Friday, February 24, 2017",Collide,29200000,2280004,0.1,5466631,0.2,3186627,Open †Road,PG-13,Action
1672,"Friday, February 24, 2017",Bitter Harvest,2.10E+07,557241,0,606162,0,48921,Roadside †Attractions,R,Drama
2807,"Friday, February 24, 2017",The Girl with all the Gifts,5250000,0,0,4802379,0.9,4802379,Saban †Films,R,Horror
2811,"Friday, February 24, 2017",Get Out,5.00E+06,176040665,35.2,255363701,51.1,79323036,Universal,R,Horror
2127,"Friday, February 17, 2017",In Dubious Battle,1.50E+07,0,0,214182,0,214182,Momentum †Pictures,R,Drama
68,"Friday, February 17, 2017",The Great Wall,1.50E+08,45157105,0.3,334550106,2.2,289393001,Universal,PG-13,Action
1499,"Friday, February 17, 2017",Fist Fight,2.50E+07,32187017,1.3,40287017,1.6,8100000,Warner †Bros.,R,Comedy
928,"Friday, February 10, 2017",John Wick: Chapter Two,4.00E+07,92029184,2.3,171370497,4.3,79341313,Lionsgate,R,Action
663,"Friday, February 10, 2017",Fifty Shades Darker,5.50E+07,114434010,2.1,381437482,6.9,267003472,Universal,R,Drama
329,"Friday, February 10, 2017",The Lego Batman Movie,8.00E+07,175750384,2.2,310692896,3.9,134942512,Warner †Bros.,PG,Adventure
3162,"Friday, February 3, 2017",Growing up Smith,2.00E+06,35312,0,35312,0,0,Good †Deed †Entertain   ,PG-13,Comedy
1506,"Friday, February 3, 2017",Rings,2.50E+07,27793018,1.1,82933201,3.3,55140183,Paramount †Pictures,PG-13,Horror
1345,"Friday, February 3, 2017",The Space Between Us,3.00E+07,7885294,0.3,16481405,0.5,8596111,STX †Entertainment,PG-13,Drama
993,"Friday, January 27, 2017",Resident Evil: The Final Chapter,4.00E+07,26844692,0.7,312825686,7.8,285980994,Sony †Pictures,R,Action
1468,"Friday, January 27, 2017",A Dog 's Purpose,2.50E+07,64321890,2.6,203731707,8.1,139409817,Universal,PG,Drama
3148,"Friday, January 20, 2017",The Resurrection of Gavin Stone,2.00E+06,2303792,1.2,2303792,1.2,0,High †Top †Releasing,PG,Comedy
308,"Friday, January 20, 2017",xXx: Return of Xander Cage,8.50E+07,44898413,0.5,345044476,4.1,300146063,Paramount †Pictures,PG-13,Action
2812,"Friday, January 20, 2017",Split,5.00E+06,138141585,27.6,278306227,55.7,140164642,Universal,PG-13,Horror
2087,"Friday, January 20, 2017",The Founder,1.50E+07,12786053,0.9,24408130,1.6,11622077,Weinstein †Co.,PG-13,Drama
133,"Friday, January 13, 2017",Monster Trucks,1.25E+08,33370166,0.3,61642798,0.5,28272632,Paramount †Pictures,PG-13,Adventure
896,"Friday, January 6, 2017",A Monster Calls,4.30E+07,3740823,0.1,46414964,1.1,42674141,Focus †Features,PG-13,Drama
2880,"Wednesday, December 28, 2016",Paterson,5.00E+06,2141423,0.4,10761547,2.2,8620124,Bleecker †Street,R,Comedy
1454,"Sunday, December 25, 2016",Hidden Figures,2.50E+07,169607287,6.8,231771716,9.3,62164429,20th†Century†Fox,PG,Drama
539,"Sunday, December 25, 2016",Live by Night,6.50E+07,10378555,0.2,21778555,0.3,11400000,Warner †Bros.,R,Drama
1045,"Friday, December 23, 2016",Why Him?,3.80E+07,60323786,1.6,117439538,3.1,57115752,20th†Century†Fox,R,Comedy
830,"Friday, December 23, 2016",Silence,46500000,7100177,0.2,23727516,0.5,16627339,Paramount †Pictures,R,Drama
132,"Wednesday, December 21, 2016",Assassin 's Creed,1.25E+08,54647948,0.4,240497948,1.9,185850000,20th†Century†Fox,PG-13,Action
392,"Wednesday, December 21, 2016",Sing,7.50E+07,270329045,3.6,634547945,8.5,364218900,Universal,PG,Adventure
1572,"Friday, December 16, 2016",Fences,2.40E+07,57682904,2.4,64282881,2.7,6599977,Paramount †Pictures,PG-13,Drama
1080,"Friday, December 16, 2016",Collateral Beauty,3.60E+07,31016021,0.9,85315070,2.4,54299049,Warner †Bros.,PG-13,Drama
858,"Friday, December 9, 2016",Office Christmas Party,4.50E+07,54767494,1.2,91340376,2,36572882,Paramount †Pictures,R,Comedy
2553,"Friday, December 2, 2016",Jackie,9.00E+06,13960394,1.6,29345883,3.3,15385489,Fox †Searchlight,R,Drama
3004,"Friday, December 2, 2016",Believe,3500000,890303,0.3,890303,0.3,0,Smith †Global †Media,PG,Drama
1914,"Friday, November 25, 2016",Miss Sloane,1.80E+07,3500605,0.2,7727952,0.4,4227347,EuropaCorp,R,Drama
2258,"Friday, November 25, 2016",Lion,1.20E+07,51739495,4.3,149875676,12.5,98136181,Weinstein †Co.,PG-13,Drama
182,"Wednesday, November 23, 2016",Allied,1.06E+08,40098064,0.4,119285656,1.1,79187592,Paramount †Pictures,R,Drama
2001,"Friday, November 18, 2016",Bleed for This,1.60E+07,5083906,0.3,6603926,0.4,1520020,Open †Road,R,Drama
2577,"Friday, November 18, 2016",Manchester by the Sea,8500000,47695371,5.6,77733867,9.1,30038496,Roadside †Attractions,R,Drama
2552,"Friday, November 18, 2016",The Edge of Seventeen,9.00E+06,14431633,1.6,19096003,2.1,4664370,STX †Entertainment,R,Drama
823,"Friday, November 11, 2016",Arrival,4.70E+07,100546139,2.1,203162211,4.3,102616072,Paramount †Pictures,PG-13,Drama
1031,"Friday, November 11, 2016",USS Indianapolis: Men of Courage,4.00E+07,0,0,1641255,0,1641255,Saban †Films,R,Drama
